Date	Open	High	Low	Close	Volume	Dividends	Stock Splits
2020-11-23 00:00:00-05:00	86.4149908162109	86.70151257860655	84.92328035546011	85.78632354736328	22530000	0.0	0.0
2020-11-24 00:00:00-05:00	85.78334081970468	87.71898790033936	85.44715853732825	87.59087371826172	27984000	0.0	0.0
2020-11-25 00:00:00-05:00	87.78504789071293	87.91266199664649	86.81920565967509	87.60230255126953	19600000	0.0	0.0
2020-11-27 00:00:00-05:00	87.62265137734866	89.23503517364202	87.62265137734866	88.73895263671875	14790000	0.0	0.0
2020-11-30 00:00:00-05:00	88.17435503755391	88.40724583978081	86.7933768344479	87.11913299560547	32418000	0.0	0.0
2020-12-01 00:00:00-05:00	87.72793104126895	90.46207172577871	87.5476710184764	89.1530990600586	37350000	0.0	0.0
2020-12-02 00:00:00-05:00	89.15309328101881	91.00929403600527	88.64708471431886	90.62345123291016	29424000	0.0	0.0
2020-12-03 00:00:00-05:00	90.40347565496144	91.55999635366734	90.2276861454191	90.46803283691406	24728000	0.0	0.0
2020-12-04 00:00:00-05:00	90.38760309715401	90.84842174267934	90.05836898552865	90.56339263916016	20544000	0.0	0.0
2020-12-07 00:00:00-05:00	90.15568118177275	90.83797937404678	89.53446984443129	90.22917938232422	22288000	0.0	0.0
2020-12-08 00:00:00-05:00	89.80660353736675	90.17654956657847	88.95050853973332	89.94613647460938	19936000	0.0	0.0
2020-12-09 00:00:00-05:00	89.89796478940806	90.79230154815504	87.49652840724409	88.28409576416016	31728000	0.0	0.0
2020-12-10 00:00:00-05:00	87.526311537251	88.14156720772428	86.08276908538737	87.77708435058594	28688000	0.0	0.0
2020-12-11 00:00:00-05:00	87.39721213285257	88.25678497137464	87.03669966329481	88.13214111328125	18628000	0.0	0.0
2020-12-14 00:00:00-05:00	87.92954487062023	88.87700490171588	86.85743340263497	87.01286315917969	33050000	0.0	0.0
2020-12-15 00:00:00-05:00	87.3902646693358	87.59584749491349	86.48700198857918	87.45085144042969	21352000	0.0	0.0
2020-12-16 00:00:00-05:00	87.84959334388638	87.84959334388638	86.8539654427043	87.25767517089844	24676000	0.0	0.0
2020-12-17 00:00:00-05:00	87.59237404777944	87.73042186459409	85.96460093493897	86.42938995361328	34880000	0.0	0.0
2020-12-18 00:00:00-05:00	86.71045239928884	86.81919943152793	85.16262570212646	85.71977996826172	85256000	0.0	0.0
2020-12-21 00:00:00-05:00	84.87113629069282	86.25509235125325	84.11981793066384	86.13392639160156	33974000	0.0	0.0
2020-12-22 00:00:00-05:00	85.87421449147438	86.03709256654695	84.70478234258736	85.42183685302734	20370000	0.0	0.0
2020-12-23 00:00:00-05:00	85.60607168641371	86.60815530253585	85.47050159575537	85.81959533691406	22974000	0.0	0.0
2020-12-24 00:00:00-05:00	85.85783111525326	86.52374001663743	85.62692551399726	86.11406707763672	9312000	0.0	0.0
2020-12-28 00:00:00-05:00	86.64788120786828	88.73796554394026	86.49444423582476	88.0904312133789	27650000	0.0	0.0
2020-12-29 00:00:00-05:00	88.749390051316	88.81096184437173	87.15438813378992	87.28598022460938	19726000	0.0	0.0
2020-12-30 00:00:00-05:00	87.64548759927331	87.78254278436508	85.80816161261886	86.21783447265625	21026000	0.0	0.0
2020-12-31 00:00:00-05:00	86.26850867543338	87.27307766159485	86.20990711305191	87.03174591064453	21070000	0.0	0.0
2021-01-04 00:00:00-05:00	87.39720550059997	87.52084916759205	84.772312128226	85.7153091430664	37324000	0.0	0.0
2021-01-05 00:00:00-05:00	85.66367771378998	86.74323001175622	85.25698257400377	86.40655517578125	20360000	0.0	0.0
2021-01-06 00:00:00-05:00	84.43067500335674	86.60120576827877	84.22409958830787	85.55392456054688	46588000	0.0	0.0
2021-01-07 00:00:00-05:00	85.74659668999963	88.28211046401697	85.74659668999963	88.10930633544922	41936000	0.0	0.0
2021-01-08 00:00:00-05:00	88.24933551484223	89.3517327598918	87.4577901976101	89.2757568359375	35484000	0.0	0.0
2021-01-11 00:00:00-05:00	88.24238133150995	88.60786440316203	87.00690685691502	87.21298217773438	34796000	0.0	0.0
2021-01-12 00:00:00-05:00	86.67021949760816	87.78949855387994	85.23114750770641	86.27643585205078	29528000	0.0	0.0
2021-01-13 00:00:00-05:00	85.77439648773604	87.21794654341232	85.77439648773604	86.76407623291016	23432000	0.0	0.0
2021-01-14 00:00:00-05:00	86.8445221294171	87.77213007031222	85.71233156118241	85.95317077636719	29212000	0.0	0.0
2021-01-15 00:00:00-05:00	85.85882685355558	86.7824568694247	84.99926151347154	85.789306640625	31444000	0.0	0.0
2021-01-19 00:00:00-05:00	86.5530367998629	89.5741993642567	86.04802079890773	88.61233520507812	41660000	0.0	0.0
2021-01-20 00:00:00-05:00	90.69297541443379	94.33535679156603	90.3523301990079	93.35958862304688	64152000	0.0	0.0
2021-01-21 00:00:00-05:00	94.03393956655104	95.94227110893598	93.32681109981424	93.56218719482422	58634000	0.0	0.0
2021-01-22 00:00:00-05:00	93.9251814346911	94.56725260357804	93.18230407695297	93.97980499267578	32744000	0.0	0.0
2021-01-25 00:00:00-05:00	94.98189773441027	95.43279024667792	92.32124775133792	94.06521606445312	50586000	0.0	0.0
2021-01-26 00:00:00-05:00	93.65356299193041	95.13136939895124	93.16394372149756	94.7440414428711	31462000	0.0	0.0
2021-01-27 00:00:00-05:00	93.10335885414129	93.37945448291312	89.24844618847803	90.32402801513672	82512000	0.0	0.0
2021-01-28 00:00:00-05:00	90.92290176921253	93.75287816841522	90.92290176921253	92.02529907226562	55278000	0.0	0.0
2021-01-29 00:00:00-05:00	91.07286857202571	91.74424063423733	89.46099218330933	90.74214935302734	44530000	0.0	0.0
2021-02-01 00:00:00-05:00	91.59774264388165	95.12094344819168	91.59774264388165	94.00514221191406	40252000	0.0	0.0
2021-02-02 00:00:00-05:00	95.00126570965045	96.80085020179051	94.66557593964733	95.29871368408203	66332000	0.0	0.0
2021-02-03 00:00:00-05:00	102.57305055467793	104.60950398983356	99.9878761837272	102.23885345458984	97882000	0.0	0.0
2021-02-04 00:00:00-05:00	102.32525035691263	102.7562756387138	101.05798980789827	101.9781494140625	48596000	0.0	0.0
2021-02-05 00:00:00-05:00	102.27261325937808	104.0791536293732	101.79789063853698	103.72608947753906	29866000	0.0	0.0
2021-02-08 00:00:00-05:00	104.28077001063603	105.02563265356915	102.46082562034202	103.51206970214844	28828000	0.0	0.0
2021-02-09 00:00:00-05:00	103.02939215435124	104.2067727221709	102.79103824523523	103.0586929321289	21892000	0.0	0.0
2021-02-10 00:00:00-05:00	103.44354198838178	104.22515373346634	101.90912676405608	103.6093978881836	25102000	0.0	0.0
2021-02-11 00:00:00-05:00	103.83384698116288	103.98281343588366	102.73442756709264	103.72211456298828	20480000	0.0	0.0
2021-02-12 00:00:00-05:00	103.27619962416891	104.25593827265304	102.96831791697292	104.03397369384766	18990000	0.0	0.0
